label,case,toy,variant,group,baseline_group,nabm_group,seed,primary_metric,metric_value,direction,ceiling_metric,ceiling_value,ceiling_tolerance,ceiling_metric_value,ceiling_gap,final_within_ceiling,ever_reached_ceiling,time_to_ceiling,config_path,run_dir,nabm_status,neural_role,social_channels,reference_policies
toy24_decision_bootstrap_quick,toy2_decision_bootstrap,toy2,reputation_imitation,baseline,baseline,nabm,1,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,3,experiments/configs/generated/evidence_matrix/toy24_decision_bootstrap_quick/toy2_decision_bootstrap_reputation_imitation_seed01.yaml,experiments/runs/20260513_142145_917841_toy24_decision_bootstrap_quick_toy2_decision_bootstrap_reputation_imitation_seed01,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_decision_bootstrap_quick,toy2_decision_bootstrap,toy2,reputation_imitation,baseline,baseline,nabm,2,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,3,experiments/configs/generated/evidence_matrix/toy24_decision_bootstrap_quick/toy2_decision_bootstrap_reputation_imitation_seed02.yaml,experiments/runs/20260513_142146_345659_toy24_decision_bootstrap_quick_toy2_decision_bootstrap_reputation_imitation_seed02,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_decision_bootstrap_quick,toy2_decision_bootstrap,toy2,reputation_imitation,baseline,baseline,nabm,3,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,2,experiments/configs/generated/evidence_matrix/toy24_decision_bootstrap_quick/toy2_decision_bootstrap_reputation_imitation_seed03.yaml,experiments/runs/20260513_142146_767621_toy24_decision_bootstrap_quick_toy2_decision_bootstrap_reputation_imitation_seed03,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_decision_bootstrap_quick,toy2_decision_bootstrap,toy2,linear_welfare_heavy,nabm,baseline,nabm,1,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,23,experiments/configs/generated/evidence_matrix/toy24_decision_bootstrap_quick/toy2_decision_bootstrap_linear_welfare_heavy_seed01.yaml,experiments/runs/20260513_142147_189718_toy24_decision_bootstrap_quick_toy2_decision_bootstrap_linear_welfare_heavy_seed01,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_decision_bootstrap_quick,toy2_decision_bootstrap,toy2,linear_welfare_heavy,nabm,baseline,nabm,2,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,26,experiments/configs/generated/evidence_matrix/toy24_decision_bootstrap_quick/toy2_decision_bootstrap_linear_welfare_heavy_seed02.yaml,experiments/runs/20260513_142153_879996_toy24_decision_bootstrap_quick_toy2_decision_bootstrap_linear_welfare_heavy_seed02,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_decision_bootstrap_quick,toy2_decision_bootstrap,toy2,linear_welfare_heavy,nabm,baseline,nabm,3,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,22,experiments/configs/generated/evidence_matrix/toy24_decision_bootstrap_quick/toy2_decision_bootstrap_linear_welfare_heavy_seed03.yaml,experiments/runs/20260513_142159_611666_toy24_decision_bootstrap_quick_toy2_decision_bootstrap_linear_welfare_heavy_seed03,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_decision_bootstrap_quick,toy2_decision_bootstrap,toy2,target_bootstrap_w1p0_e3_linear_welfare,nabm,baseline,nabm,1,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,32,experiments/configs/generated/evidence_matrix/toy24_decision_bootstrap_quick/toy2_decision_bootstrap_target_bootstrap_w1p0_e3_linear_welfare_seed01.yaml,experiments/runs/20260513_142205_654709_toy24_decision_bootstrap_quick_toy2_decision_bootstrap_target_bootstrap_w1p0_e3_linear_welfare_seed01,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_decision_bootstrap_quick,toy2_decision_bootstrap,toy2,target_bootstrap_w1p0_e3_linear_welfare,nabm,baseline,nabm,2,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,30,experiments/configs/generated/evidence_matrix/toy24_decision_bootstrap_quick/toy2_decision_bootstrap_target_bootstrap_w1p0_e3_linear_welfare_seed02.yaml,experiments/runs/20260513_142211_843738_toy24_decision_bootstrap_quick_toy2_decision_bootstrap_target_bootstrap_w1p0_e3_linear_welfare_seed02,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_decision_bootstrap_quick,toy2_decision_bootstrap,toy2,target_bootstrap_w1p0_e3_linear_welfare,nabm,baseline,nabm,3,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,31,experiments/configs/generated/evidence_matrix/toy24_decision_bootstrap_quick/toy2_decision_bootstrap_target_bootstrap_w1p0_e3_linear_welfare_seed03.yaml,experiments/runs/20260513_142218_257532_toy24_decision_bootstrap_quick_toy2_decision_bootstrap_target_bootstrap_w1p0_e3_linear_welfare_seed03,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_decision_bootstrap_quick,toy2_decision_bootstrap,toy2,decision_bootstrap_w1p0_e3_linear_welfare,nabm,baseline,nabm,1,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,24,experiments/configs/generated/evidence_matrix/toy24_decision_bootstrap_quick/toy2_decision_bootstrap_decision_bootstrap_w1p0_e3_linear_welfare_seed01.yaml,experiments/runs/20260513_142223_773724_toy24_decision_bootstrap_quick_toy2_decision_bootstrap_decision_bootstrap_w1p0_e3_linear_welfare_seed01,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
