label,case,toy,variant,group,baseline_group,nabm_group,seed,primary_metric,metric_value,direction,ceiling_metric,ceiling_value,ceiling_tolerance,ceiling_metric_value,ceiling_gap,final_within_ceiling,ever_reached_ceiling,time_to_ceiling,ever_ceiling_final_miss,late_flip_count_after_first_ceiling,late_flip_rate_after_first_ceiling,terminal_window_size,terminal_window_ceiling_rate,terminal_window_mean_ceiling_metric,config_path,run_dir,nabm_status,neural_role,social_channels,reference_policies
toy24_revision_operator_quick,toy2_revision_operator,toy2,reputation_imitation,baseline,baseline,revision,1,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,3,False,0.0,0.0,5,1.0,3.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy2_revision_operator_reputation_imitation_seed01.yaml,experiments/runs/20260519_225933_670677_toy24_revision_operator_quick_toy2_revision_operator_reputation_imitation_seed01,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_quick,toy2_revision_operator,toy2,reputation_imitation,baseline,baseline,revision,2,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,3,False,0.0,0.0,5,1.0,3.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy2_revision_operator_reputation_imitation_seed02.yaml,experiments/runs/20260519_225934_257624_toy24_revision_operator_quick_toy2_revision_operator_reputation_imitation_seed02,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_quick,toy2_revision_operator,toy2,reputation_imitation,baseline,baseline,revision,3,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,2,False,0.0,0.0,5,1.0,3.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy2_revision_operator_reputation_imitation_seed03.yaml,experiments/runs/20260519_225934_838372_toy24_revision_operator_quick_toy2_revision_operator_reputation_imitation_seed03,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_quick,toy2_revision_operator,toy2,linear_welfare_heavy,baseline,baseline,revision,1,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,23,False,24.0,0.008888888888888889,5,1.0,3.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy2_revision_operator_linear_welfare_heavy_seed01.yaml,experiments/runs/20260519_225935_423177_toy24_revision_operator_quick_toy2_revision_operator_linear_welfare_heavy_seed01,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_quick,toy2_revision_operator,toy2,linear_welfare_heavy,baseline,baseline,revision,2,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,26,False,14.0,0.005833333333333334,5,0.6,2.996,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy2_revision_operator_linear_welfare_heavy_seed02.yaml,experiments/runs/20260519_225943_274025_toy24_revision_operator_quick_toy2_revision_operator_linear_welfare_heavy_seed02,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_quick,toy2_revision_operator,toy2,linear_welfare_heavy,baseline,baseline,revision,3,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,22,False,20.0,0.0071428571428571435,5,1.0,3.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy2_revision_operator_linear_welfare_heavy_seed03.yaml,experiments/runs/20260519_225950_382073_toy24_revision_operator_quick_toy2_revision_operator_linear_welfare_heavy_seed03,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_quick,toy2_revision_operator,toy2,mixed_objective_basin_w0p5_0p5_h1,diagnostic,baseline,revision,1,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,20,False,30.0,0.01,5,1.0,3.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy2_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed01.yaml,experiments/runs/20260519_225957_344907_toy24_revision_operator_quick_toy2_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed01,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_quick,toy2_revision_operator,toy2,mixed_objective_basin_w0p5_0p5_h1,diagnostic,baseline,revision,2,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,26,False,16.0,0.006666666666666667,5,0.6,2.996,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy2_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed02.yaml,experiments/runs/20260519_230009_429283_toy24_revision_operator_quick_toy2_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed02,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_quick,toy2_revision_operator,toy2,mixed_objective_basin_w0p5_0p5_h1,diagnostic,baseline,revision,3,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,22,False,18.0,0.0064285714285714285,5,1.0,3.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy2_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed03.yaml,experiments/runs/20260519_230021_503005_toy24_revision_operator_quick_toy2_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed03,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_quick,toy2_revision_operator,toy2,revision_operator_linear_welfare_heavy,diagnostic,baseline,revision,1,final_mean_payoff,2.99,maximize,mean_payoff,3.0,0.001,2.99,0.009999999999999787,False,True,20,True,27.0,0.009000000000000001,5,0.8,2.998,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy2_revision_operator_revision_operator_linear_welfare_heavy_seed01.yaml,experiments/runs/20260519_230033_733946_toy24_revision_operator_quick_toy2_revision_operator_revision_operator_linear_welfare_heavy_seed01,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_quick,toy2_revision_operator,toy2,revision_operator_linear_welfare_heavy,diagnostic,baseline,revision,2,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,21,False,32.0,0.01103448275862069,5,1.0,3.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy2_revision_operator_revision_operator_linear_welfare_heavy_seed02.yaml,experiments/runs/20260519_230041_113065_toy24_revision_operator_quick_toy2_revision_operator_revision_operator_linear_welfare_heavy_seed02,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_quick,toy2_revision_operator,toy2,revision_operator_linear_welfare_heavy,diagnostic,baseline,revision,3,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,18,False,32.0,0.01,5,1.0,3.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy2_revision_operator_revision_operator_linear_welfare_heavy_seed03.yaml,experiments/runs/20260519_230048_469203_toy24_revision_operator_quick_toy2_revision_operator_revision_operator_linear_welfare_heavy_seed03,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_quick,toy2_revision_operator,toy2,revision_operator_mixed_objective_basin_w0p5_0p5_h1,revision,baseline,revision,1,final_mean_payoff,2.99,maximize,mean_payoff,3.0,0.001,2.99,0.009999999999999787,False,True,19,True,27.0,0.00870967741935484,5,0.8,2.998,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy2_revision_operator_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed01.yaml,experiments/runs/20260519_230055_806299_toy24_revision_operator_quick_toy2_revision_operator_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed01,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_quick,toy2_revision_operator,toy2,revision_operator_mixed_objective_basin_w0p5_0p5_h1,revision,baseline,revision,2,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,16,False,50.0,0.014705882352941176,5,0.8,2.998,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy2_revision_operator_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed02.yaml,experiments/runs/20260519_230108_281648_toy24_revision_operator_quick_toy2_revision_operator_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed02,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_quick,toy2_revision_operator,toy2,revision_operator_mixed_objective_basin_w0p5_0p5_h1,revision,baseline,revision,3,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,23,False,16.0,0.005925925925925926,5,1.0,3.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy2_revision_operator_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed03.yaml,experiments/runs/20260519_230120_866035_toy24_revision_operator_quick_toy2_revision_operator_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed03,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_quick,toy4_revision_operator,toy4,reputation_imitation,baseline,baseline,revision,1,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,3,False,0.0,0.0,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy4_revision_operator_reputation_imitation_seed01.yaml,experiments/runs/20260519_230133_391426_toy24_revision_operator_quick_toy4_revision_operator_reputation_imitation_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_quick,toy4_revision_operator,toy4,reputation_imitation,baseline,baseline,revision,2,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,3,False,0.0,0.0,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy4_revision_operator_reputation_imitation_seed02.yaml,experiments/runs/20260519_230137_852003_toy24_revision_operator_quick_toy4_revision_operator_reputation_imitation_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_quick,toy4_revision_operator,toy4,reputation_imitation,baseline,baseline,revision,3,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,2,False,0.0,0.0,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy4_revision_operator_reputation_imitation_seed03.yaml,experiments/runs/20260519_230142_283503_toy24_revision_operator_quick_toy4_revision_operator_reputation_imitation_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_quick,toy4_revision_operator,toy4,linear_welfare_heavy,baseline,baseline,revision,1,final_mean_payoff,0.594,maximize,mean_payoff,0.6,0.005,0.594,0.006000000000000005,False,True,19,True,19.0,0.006129032258064516,5,0.8,0.5988,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy4_revision_operator_linear_welfare_heavy_seed01.yaml,experiments/runs/20260519_230146_725893_toy24_revision_operator_quick_toy4_revision_operator_linear_welfare_heavy_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_quick,toy4_revision_operator,toy4,linear_welfare_heavy,baseline,baseline,revision,2,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,21,False,26.0,0.00896551724137931,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy4_revision_operator_linear_welfare_heavy_seed02.yaml,experiments/runs/20260520_110432_595621_toy24_revision_operator_quick_toy4_revision_operator_linear_welfare_heavy_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_quick,toy4_revision_operator,toy4,linear_welfare_heavy,baseline,baseline,revision,3,final_mean_payoff,0.594,maximize,mean_payoff,0.6,0.005,0.594,0.006000000000000005,False,True,23,True,39.0,0.014444444444444446,5,0.4,0.5952,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy4_revision_operator_linear_welfare_heavy_seed03.yaml,experiments/runs/20260520_110443_817806_toy24_revision_operator_quick_toy4_revision_operator_linear_welfare_heavy_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_quick,toy4_revision_operator,toy4,mixed_objective_basin_w0p5_0p5_h1,diagnostic,baseline,revision,1,final_mean_payoff,0.594,maximize,mean_payoff,0.6,0.005,0.594,0.006000000000000005,False,True,19,True,19.0,0.006129032258064516,5,0.8,0.5988,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy4_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed01.yaml,experiments/runs/20260520_110454_191286_toy24_revision_operator_quick_toy4_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_quick,toy4_revision_operator,toy4,mixed_objective_basin_w0p5_0p5_h1,diagnostic,baseline,revision,2,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,16,False,30.0,0.008823529411764706,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy4_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed02.yaml,experiments/runs/20260520_110509_587681_toy24_revision_operator_quick_toy4_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_quick,toy4_revision_operator,toy4,mixed_objective_basin_w0p5_0p5_h1,diagnostic,baseline,revision,3,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,14,False,56.0,0.015555555555555557,5,0.8,0.5988,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy4_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed03.yaml,experiments/runs/20260520_110524_971002_toy24_revision_operator_quick_toy4_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_quick,toy4_revision_operator,toy4,revision_operator_linear_welfare_heavy,diagnostic,baseline,revision,1,final_mean_payoff,0.594,maximize,mean_payoff,0.6,0.005,0.594,0.006000000000000005,False,True,19,True,19.0,0.006129032258064516,5,0.8,0.5988,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy4_revision_operator_revision_operator_linear_welfare_heavy_seed01.yaml,experiments/runs/20260520_110540_424197_toy24_revision_operator_quick_toy4_revision_operator_revision_operator_linear_welfare_heavy_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_quick,toy4_revision_operator,toy4,revision_operator_linear_welfare_heavy,diagnostic,baseline,revision,2,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,21,False,26.0,0.00896551724137931,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy4_revision_operator_revision_operator_linear_welfare_heavy_seed02.yaml,experiments/runs/20260520_110550_958791_toy24_revision_operator_quick_toy4_revision_operator_revision_operator_linear_welfare_heavy_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_quick,toy4_revision_operator,toy4,revision_operator_linear_welfare_heavy,diagnostic,baseline,revision,3,final_mean_payoff,0.594,maximize,mean_payoff,0.6,0.005,0.594,0.006000000000000005,False,True,18,True,45.0,0.0140625,5,0.4,0.5963999999999999,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy4_revision_operator_revision_operator_linear_welfare_heavy_seed03.yaml,experiments/runs/20260520_110601_321766_toy24_revision_operator_quick_toy4_revision_operator_revision_operator_linear_welfare_heavy_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_quick,toy4_revision_operator,toy4,revision_operator_mixed_objective_basin_w0p5_0p5_h1,revision,baseline,revision,1,final_mean_payoff,0.594,maximize,mean_payoff,0.6,0.005,0.594,0.006000000000000005,False,True,19,True,21.0,0.0067741935483870966,5,0.8,0.5988,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy4_revision_operator_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed01.yaml,experiments/runs/20260520_110611_647012_toy24_revision_operator_quick_toy4_revision_operator_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_quick,toy4_revision_operator,toy4,revision_operator_mixed_objective_basin_w0p5_0p5_h1,revision,baseline,revision,2,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,16,False,34.0,0.01,5,1.0,0.6,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy4_revision_operator_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed02.yaml,experiments/runs/20260520_110626_912862_toy24_revision_operator_quick_toy4_revision_operator_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_revision_operator_quick,toy4_revision_operator,toy4,revision_operator_mixed_objective_basin_w0p5_0p5_h1,revision,baseline,revision,3,final_mean_payoff,0.594,maximize,mean_payoff,0.6,0.005,0.594,0.006000000000000005,False,True,22,True,35.0,0.012499999999999999,5,0.6,0.5976,experiments/configs/generated/evidence_matrix/toy24_revision_operator_quick/toy4_revision_operator_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed03.yaml,experiments/runs/20260520_110642_562071_toy24_revision_operator_quick_toy4_revision_operator_revision_operator_mixed_objective_basin_w0p5_0p5_h1_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
