label,case,toy,variant,group,baseline_group,nabm_group,seed,primary_metric,metric_value,direction,ceiling_metric,ceiling_value,ceiling_tolerance,ceiling_metric_value,ceiling_gap,final_within_ceiling,ever_reached_ceiling,time_to_ceiling,ever_ceiling_final_miss,late_flip_count_after_first_ceiling,late_flip_rate_after_first_ceiling,terminal_window_size,terminal_window_ceiling_rate,terminal_window_mean_ceiling_metric,precommitment_first_ready_epoch,precommitment_all_ready_epoch,precommitment_first_forced_epoch,precommitment_ready_to_forced_delay_mean,precommitment_premature_exit_count,precommitment_high_policy_rate,precommitment_direction_ok_rate,precommitment_ready_largest_component_fraction,precommitment_peer_evidence_enabled,precommitment_peer_evidence_weight,precommitment_peer_readiness_mean,precommitment_peer_readiness_active_rate,precommitment_peer_evidence_increment_mean,config_path,run_dir,nabm_status,neural_role,social_channels,reference_policies
toy24_revision_operator_precommitment_peer_evidence_stability_quick,toy2_revision_operator_precommitment_peer_evidence_stability,toy2,reputation_imitation,baseline,baseline,precommitment_candidate,1,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,3,False,0.0,0.0,5,1.0,3.0,,,,,0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick/toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed01.yaml,experiments/runs/20260520_155630_388314_toy24_revision_operator_precommitment_peer_evidence_stability_quick_toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed01,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_precommitment_peer_evidence_stability_quick,toy2_revision_operator_precommitment_peer_evidence_stability,toy2,reputation_imitation,baseline,baseline,precommitment_candidate,2,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,3,False,0.0,0.0,5,1.0,3.0,,,,,0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick/toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed02.yaml,experiments/runs/20260520_155630_989782_toy24_revision_operator_precommitment_peer_evidence_stability_quick_toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed02,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_precommitment_peer_evidence_stability_quick,toy2_revision_operator_precommitment_peer_evidence_stability,toy2,reputation_imitation,baseline,baseline,precommitment_candidate,3,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,2,False,0.0,0.0,5,1.0,3.0,,,,,0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick/toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed03.yaml,experiments/runs/20260520_155631_588018_toy24_revision_operator_precommitment_peer_evidence_stability_quick_toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed03,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_precommitment_peer_evidence_stability_quick,toy2_revision_operator_precommitment_peer_evidence_stability,toy2,reputation_imitation,baseline,baseline,precommitment_candidate,4,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,3,False,0.0,0.0,5,1.0,3.0,,,,,0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick/toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed04.yaml,experiments/runs/20260520_155632_187851_toy24_revision_operator_precommitment_peer_evidence_stability_quick_toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed04,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_precommitment_peer_evidence_stability_quick,toy2_revision_operator_precommitment_peer_evidence_stability,toy2,reputation_imitation,baseline,baseline,precommitment_candidate,5,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,2,False,0.0,0.0,5,1.0,3.0,,,,,0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick/toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed05.yaml,experiments/runs/20260520_155632_778479_toy24_revision_operator_precommitment_peer_evidence_stability_quick_toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed05,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_precommitment_peer_evidence_stability_quick,toy2_revision_operator_precommitment_peer_evidence_stability,toy2,reputation_imitation,baseline,baseline,precommitment_candidate,6,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,3,False,0.0,0.0,5,1.0,3.0,,,,,0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick/toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed06.yaml,experiments/runs/20260520_155633_361119_toy24_revision_operator_precommitment_peer_evidence_stability_quick_toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed06,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_precommitment_peer_evidence_stability_quick,toy2_revision_operator_precommitment_peer_evidence_stability,toy2,reputation_imitation,baseline,baseline,precommitment_candidate,7,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,3,False,0.0,0.0,5,1.0,3.0,,,,,0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick/toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed07.yaml,experiments/runs/20260520_155633_948783_toy24_revision_operator_precommitment_peer_evidence_stability_quick_toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed07,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_precommitment_peer_evidence_stability_quick,toy2_revision_operator_precommitment_peer_evidence_stability,toy2,reputation_imitation,baseline,baseline,precommitment_candidate,8,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,2,False,0.0,0.0,5,1.0,3.0,,,,,0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick/toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed08.yaml,experiments/runs/20260520_155634_536486_toy24_revision_operator_precommitment_peer_evidence_stability_quick_toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed08,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_precommitment_peer_evidence_stability_quick,toy2_revision_operator_precommitment_peer_evidence_stability,toy2,reputation_imitation,baseline,baseline,precommitment_candidate,9,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,3,False,0.0,0.0,5,1.0,3.0,,,,,0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick/toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed09.yaml,experiments/runs/20260520_155635_128180_toy24_revision_operator_precommitment_peer_evidence_stability_quick_toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed09,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_revision_operator_precommitment_peer_evidence_stability_quick,toy2_revision_operator_precommitment_peer_evidence_stability,toy2,reputation_imitation,baseline,baseline,precommitment_candidate,10,final_mean_payoff,3.0,maximize,mean_payoff,3.0,0.001,3.0,0.0,True,True,3,False,0.0,0.0,5,1.0,3.0,,,,,0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy24_revision_operator_precommitment_peer_evidence_stability_quick/toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed10.yaml,experiments/runs/20260520_155635_721711_toy24_revision_operator_precommitment_peer_evidence_stability_quick_toy2_revision_operator_precommitment_peer_evidence_stability_reputation_imitation_seed10,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
